交易时间,公众账号ID,商户号,特约商户号,设备号,微信订单号,商户订单号,用户标识,交易类型,交易状态,付款银行,货币种类,应结订单金额,代金券金额,微信退款单号,商户退款单号,退款金额,充值券退款金额,退款类型,退款状态,商品名称,商户数据包,手续费,费率,订单金额,申请退款金额,费率备注
`2026-04-01 17:55:27,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003139202604019702986491,`169339570620260401175519619395,`oE02-6J105X2x5eXNBHiqf0DkiYk,`JSAPI,`SUCCESS,`GDB_DEBIT,`CNY,`5300.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:吉布鲁-5001 电表:10104001 电表充值,`,`28.62000,`0.54%,`5300.00,`0.00,`
`2026-04-01 18:37:52,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003140202604019567973693,`169339570620260401183744980394,`oE02-6Ia1HU2Zc2vlXfeiMIFzp8o,`JSAPI,`SUCCESS,`HUNNX_DEBIT,`CNY,`20.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:大黎小齐-4018 电表:10103015 电表充值,`,`0.11000,`0.54%,`20.00,`0.00,`
`2026-04-02 01:36:26,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003049202604026385494005,`169339570620260402013617241764,`oE02-6Eed_ogBvcdFAbu0c1HzHvM,`JSAPI,`SUCCESS,`OTHERS,`CNY,`2000.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:藤野造型-4002 电表:10103033 电表充值,`,`10.80000,`0.54%,`2000.00,`0.00,`
`2026-04-02 16:02:51,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003049202604026692348520,`169339570620260402160207594839,`oE02-6KcG6OBbhpU0unNji46zTSM,`JSAPI,`SUCCESS,`CCB_DEBIT,`CNY,`500.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:潮流前线-2008 电表:10101007 电表充值,`,`2.70000,`0.54%,`500.00,`0.00,`
`2026-04-02 13:43:30,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003050202604027274597196,`169339570620260402134324940545,`oE02-6EVLN_Ej4a2aMnf-qsvMrZU,`JSAPI,`SUCCESS,`OTHERS,`CNY,`30.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:非否-1003 电表:101B1029 电表充值,`,`0.16000,`0.54%,`30.00,`0.00,`
`2026-04-02 13:09:15,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003054202604021752544353,`16933957062026040213090631272,`oE02-6Fjocxj0izkSIBJGyS2rEUQ,`JSAPI,`SUCCESS,`ABC_CREDIT,`CNY,`200.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:摩趣邦-3009 电表:10102007 电表充值,`,`1.08000,`0.54%,`200.00,`0.00,`
`2026-04-02 12:06:28,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003055202604020373556875,`169339570620260402120616694620,`oE02-6CV3L5nPqp6J7b21JNaUv38,`JSAPI,`SUCCESS,`OTHERS,`CNY,`500.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:保罗奥德赛-2010 电表:10101008 电表充值,`,`2.70000,`0.54%,`500.00,`0.00,`
`2026-04-02 02:00:30,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003071202604021086183341,`169339570620260402020024613957,`oE02-6C-Yu2YI4QRPwbGa_QC7qao,`JSAPI,`SUCCESS,`OTHERS,`CNY,`100.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:发发桌球-4008 电表:10103007 电表充值,`,`0.54000,`0.54%,`100.00,`0.00,`
`2026-04-02 02:00:15,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003071202604024602804680,`169339570620260402020008000794,`oE02-6C-Yu2YI4QRPwbGa_QC7qao,`JSAPI,`SUCCESS,`OTHERS,`CNY,`200.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:发发桌球-4007 电表:10103006 电表充值,`,`1.08000,`0.54%,`200.00,`0.00,`
`2026-04-02 06:05:37,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003073202604027806749261,`169339570620260402060531439158,`oE02-6JqX7UVN5CVXNSsbVQCJqp8,`JSAPI,`SUCCESS,`CMBC_CREDIT,`CNY,`500.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:星聚会-4001 电表:10103001 电表充值,`,`2.70000,`0.54%,`500.00,`0.00,`
`2026-04-02 13:42:54,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003073202604029849010097,`169339570620260402134224079754,`oE02-6KJtCG4WvbeP6FF823vPcwU,`JSAPI,`SUCCESS,`OTHERS,`CNY,`30.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:优学派-3032 电表:10102028 电表充值,`,`0.16000,`0.54%,`30.00,`0.00,`
`2026-04-02 12:44:56,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003078202604024427197979,`169339570620260402124450222806,`oE02-6J5J6BmahaS460lquFCTG4k,`JSAPI,`SUCCESS,`OTHERS,`CNY,`1000.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:胖大厨肉蟹煲-5017 电表:10104010 电表充值,`,`5.40000,`0.54%,`1000.00,`0.00,`
`2026-04-02 02:01:05,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003081202604023977457640,`169339570620260402020057978978,`oE02-6C-Yu2YI4QRPwbGa_QC7qao,`JSAPI,`SUCCESS,`CMB_DEBIT,`CNY,`100.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:发发桌球-4010 电表:10103009 电表充值,`,`0.54000,`0.54%,`100.00,`0.00,`
`2026-04-02 18:19:23,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003084202604028665072028,`169339570620260402181916912820,`oE02-6EmbplIH1QhCvBS-MVsLzF8,`JSAPI,`SUCCESS,`CMB_DEBIT,`CNY,`50.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:哈哩屋的小baby-3037 电表:10102025 电表充值,`,`0.27000,`0.54%,`50.00,`0.00,`
`2026-04-02 00:11:54,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003085202604025187742173,`169339570620260402001143858982,`oE02-6CPj8RfYlgl8vIvWQJpuV6E,`JSAPI,`SUCCESS,`PAB_CREDIT,`CNY,`200.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:米乐熊-3015 电表:10102010 电表充值,`,`1.08000,`0.54%,`200.00,`0.00,`
`2026-04-02 09:20:57,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003086202604028013104526,`169339570620260402092048865412,`oE02-6Mu5JX0sYu_00BBXTBx8NWM,`JSAPI,`SUCCESS,`OTHERS,`CNY,`500.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:欣椰遇-5023A 电表:10104018 电表充值,`,`2.70000,`0.54%,`500.00,`0.00,`
`2026-04-02 13:42:12,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003088202604024849190531,`169339570620260402134203007992,`oE02-6G3fB_H04FhLN5vLrJMEfec,`JSAPI,`SUCCESS,`ICBC_DEBIT,`CNY,`100.00,`0.20,`0,`0,`0.00,`0.00,`,`,`商户:南沫-JYF3-006 电表:10102048 电表充值,`,`0.54000,`0.54%,`100.00,`0.00,`
`2026-04-02 00:52:47,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003089202604022610762850,`169339570620260402005237768789,`oE02-6Aa8sgPUWLqC0_MvLC6ZijI,`JSAPI,`SUCCESS,`OTHERS,`CNY,`500.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:湘下佬-5006 电表:10104005 电表充值,`,`2.70000,`0.54%,`500.00,`0.00,`
`2026-04-02 02:01:20,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003092202604027073277731,`169339570620260402020113062451,`oE02-6C-Yu2YI4QRPwbGa_QC7qao,`JSAPI,`SUCCESS,`CMB_DEBIT,`CNY,`100.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:发发桌球专用电梯-4010-1 电表:10105044 电表充值,`,`0.54000,`0.54%,`100.00,`0.00,`
`2026-04-02 11:18:50,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003093202604024205685867,`169339570620260402111839639602,`oE02-6BPAHYDHt6_ODlWOg1etQaM,`JSAPI,`SUCCESS,`COMM_CREDIT,`CNY,`50.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:星辰弓射箭馆A-3026 电表:10102022 电表充值,`,`0.27000,`0.54%,`50.00,`0.00,`
`2026-04-02 02:00:00,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003128202604020128624814,`169339570620260402015954377544,`oE02-6C-Yu2YI4QRPwbGa_QC7qao,`JSAPI,`SUCCESS,`OTHERS,`CNY,`200.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:发发桌球-4006 电表:10103005 电表充值,`,`1.08000,`0.54%,`200.00,`0.00,`
`2026-04-02 02:00:49,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003132202604021841596151,`169339570620260402020042151926,`oE02-6C-Yu2YI4QRPwbGa_QC7qao,`JSAPI,`SUCCESS,`CMB_DEBIT,`CNY,`300.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:发发桌球-4009 电表:10103008 电表充值,`,`1.62000,`0.54%,`300.00,`0.00,`
`2026-04-02 18:03:16,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003132202604028307494905,`169339570620260402180308393952,`oE02-6FqvX6sg03mrcbARlA0-gK4,`JSAPI,`SUCCESS,`BOC_DEBIT,`CNY,`500.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:森林鸟-1016 电表:101B1014 电表充值,`,`2.70000,`0.54%,`500.00,`0.00,`
`2026-04-03 16:34:42,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003056202604039184476080,`169339570620260403163435803469,`oE02-6IK2EbgeZ71eiPAIA7PYbno,`JSAPI,`SUCCESS,`OTHERS,`CNY,`500.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:梵西诺保罗-2023 电表:10101020 电表充值,`,`2.70000,`0.54%,`500.00,`0.00,`
`2026-04-03 16:13:26,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003067202604031282417329,`169339570620260403161315983788,`oE02-6Cx8K1zoOGRZO8jCwUFBHzc,`JSAPI,`SUCCESS,`ABC_DEBIT,`CNY,`200.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:大东-2016B 电表:10101047 电表充值,`,`1.08000,`0.54%,`200.00,`0.00,`
`2026-04-03 18:08:58,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003069202604033766401317,`169339570620260403180847129429,`oE02-6EVLN_Ej4a2aMnf-qsvMrZU,`JSAPI,`SUCCESS,`OTHERS,`CNY,`30.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:非否-1003 电表:101B1029 电表充值,`,`0.16000,`0.54%,`30.00,`0.00,`
`2026-04-03 12:03:32,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003088202604035338284556,`169339570620260403120321395118,`oE02-6OmqUiE1Vzk3dvyFq3gukcs,`JSAPI,`SUCCESS,`OTHERS,`CNY,`100.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:亦心恋-2012B 电表:10101045 电表充值,`,`0.54000,`0.54%,`100.00,`0.00,`
`2026-04-03 16:14:29,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003094202604037240651112,`169339570620260403161419247798,`oE02-6Cx8K1zoOGRZO8jCwUFBHzc,`JSAPI,`SUCCESS,`ABC_DEBIT,`CNY,`200.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:香蜜闺秀-2019 电表:10101017 电表充值,`,`1.08000,`0.54%,`200.00,`0.00,`
`2026-04-03 13:48:47,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003132202604035629313649,`169339570620260403134841524292,`oE02-6EbPLwShkVoD2DybplIGnMs,`JSAPI,`SUCCESS,`BANK_CREDIT,`CNY,`500.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:恋惠优品-1019-BB 电表:101B1018 电表充值,`,`2.70000,`0.54%,`500.00,`0.00,`
`2026-04-03 09:21:30,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003135202604038461950370,`16933957062026040309212490427,`oE02-6KTAhNEQQ8paqMO_agdOqDI,`JSAPI,`SUCCESS,`OTHERS,`CNY,`200.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:原匠-2020 电表:10101018 电表充值,`,`1.08000,`0.54%,`200.00,`0.00,`
`2026-04-03 23:23:37,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003139202604038611822584,`16933957062026040323233003163,`oE02-6Ck4UxbaML_Tf_BFkfKrsyw,`JSAPI,`SUCCESS,`COMM_CREDIT,`CNY,`300.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:蛙赛牛蛙-5009 电表:10104029 电表充值,`,`1.62000,`0.54%,`300.00,`0.00,`
`2026-04-04 12:11:43,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003049202604040279847248,`169339570620260404121133963813,`oE02-6JeAHvu4Q7qsHdbXJqGmdNk,`JSAPI,`SUCCESS,`ICBC_CREDIT,`CNY,`1000.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:乔克叔叔-3029B 电表:10102057 电表充值,`,`5.40000,`0.54%,`1000.00,`0.00,`
`2026-04-04 02:45:51,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003050202604042294599556,`169339570620260404024543395506,`oE02-6C-Yu2YI4QRPwbGa_QC7qao,`JSAPI,`SUCCESS,`CMB_DEBIT,`CNY,`200.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:发发桌球-4009 电表:10103008 电表充值,`,`1.08000,`0.54%,`200.00,`0.00,`
`2026-04-04 09:51:47,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003054202604042381287950,`169339570620260404095135072592,`oE02-6EmbplIH1QhCvBS-MVsLzF8,`JSAPI,`SUCCESS,`CQRCB_CREDIT,`CNY,`100.00,`1.50,`0,`0,`0.00,`0.00,`,`,`商户:哈哩屋的小baby-3037 电表:10102025 电表充值,`,`0.54000,`0.54%,`100.00,`0.00,`
`2026-04-04 19:33:24,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003061202604048155992315,`169339570620260404193216230644,`oE02-6GftSyzgLgNtS3YqFHNJ-2g,`JSAPI,`SUCCESS,`BANK_CREDIT,`CNY,`500.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:美思-2039 电表:10101034 电表充值,`,`2.70000,`0.54%,`500.00,`0.00,`
`2026-04-04 02:45:16,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003065202604045601919844,`169339570620260404024510728117,`oE02-6C-Yu2YI4QRPwbGa_QC7qao,`JSAPI,`SUCCESS,`CMB_DEBIT,`CNY,`100.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:发发桌球-4007 电表:10103006 电表充值,`,`0.54000,`0.54%,`100.00,`0.00,`
`2026-04-04 02:46:23,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003071202604041769953736,`169339570620260404024615613382,`oE02-6C-Yu2YI4QRPwbGa_QC7qao,`JSAPI,`SUCCESS,`CMB_DEBIT,`CNY,`100.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:发发桌球专用电梯-4010-1 电表:10105044 电表充值,`,`0.54000,`0.54%,`100.00,`0.00,`
`2026-04-04 10:34:47,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003071202604047553442910,`169339570620260404103426607854,`oE02-6KJtCG4WvbeP6FF823vPcwU,`JSAPI,`SUCCESS,`OTHERS,`CNY,`100.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:优学派-3032 电表:10102028 电表充值,`,`0.54000,`0.54%,`100.00,`0.00,`
`2026-04-04 19:00:36,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003074202604041081730112,`169339570620260404190015604653,`oE02-6AebrA2Z2Awv4IlM8SHEdl0,`JSAPI,`SUCCESS,`OTHERS,`CNY,`500.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:潮玩空间-1020 电表:101B1020 电表充值,`,`2.70000,`0.54%,`500.00,`0.00,`
`2026-04-04 18:04:51,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003078202604045349176744,`169339570620260404180441993248,`oE02-6Hz8LY-FOgFsrEpeYtonFwM,`JSAPI,`SUCCESS,`OTHERS,`CNY,`2000.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:蜘蛛王-2006 电表:10101005 电表充值,`,`10.80000,`0.54%,`2000.00,`0.00,`
`2026-04-04 02:45:03,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003080202604041649316091,`169339570620260404024456575490,`oE02-6C-Yu2YI4QRPwbGa_QC7qao,`JSAPI,`SUCCESS,`CMB_DEBIT,`CNY,`200.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:发发桌球-4006 电表:10103005 电表充值,`,`1.08000,`0.54%,`200.00,`0.00,`
`2026-04-04 00:52:30,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003080202604045676813355,`169339570620260404005222415526,`oE02-6N8FvQ3iYoz_PK6xWaqKZuY,`JSAPI,`SUCCESS,`CCB_DEBIT,`CNY,`200.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:向荣拳击-4025 电表:10103032 电表充值,`,`1.08000,`0.54%,`200.00,`0.00,`
`2026-04-04 16:28:56,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003093202604041157359956,`169339570620260404162851205342,`oE02-6Omx4kZoEqlyXOiVmPAosMQ,`JSAPI,`SUCCESS,`OTHERS,`CNY,`500.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:币币之家-3035 电表:10102030 电表充值,`,`2.70000,`0.54%,`500.00,`0.00,`
`2026-04-04 02:46:07,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003095202604045343957253,`169339570620260404024559619673,`oE02-6C-Yu2YI4QRPwbGa_QC7qao,`JSAPI,`SUCCESS,`CMB_DEBIT,`CNY,`100.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:发发桌球-4010 电表:10103009 电表充值,`,`0.54000,`0.54%,`100.00,`0.00,`
`2026-04-04 08:34:57,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003126202604049777936637,`169339570620260404083442856452,`oE02-6EmbplIH1QhCvBS-MVsLzF8,`JSAPI,`SUCCESS,`CMB_DEBIT,`CNY,`100.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:宝宝来当家-3022 电表:10102017 电表充值,`,`0.54000,`0.54%,`100.00,`0.00,`
`2026-04-04 02:45:35,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003128202604046996333873,`169339570620260404024527459696,`oE02-6C-Yu2YI4QRPwbGa_QC7qao,`JSAPI,`SUCCESS,`CMB_DEBIT,`CNY,`200.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:发发桌球-4008 电表:10103007 电表充值,`,`1.08000,`0.54%,`200.00,`0.00,`
`2026-04-04 09:27:19,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003130202604045946283707,`169339570620260404092708891713,`oE02-6BPAHYDHt6_ODlWOg1etQaM,`JSAPI,`SUCCESS,`CMBC_CREDIT,`CNY,`50.00,`0.12,`0,`0,`0.00,`0.00,`,`,`商户:星辰弓射箭馆A-3026 电表:10102022 电表充值,`,`0.27000,`0.54%,`50.00,`0.00,`
`2026-04-04 00:04:59,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003134202604042922232552,`169339570620260404000449222474,`oE02-6JqX7UVN5CVXNSsbVQCJqp8,`JSAPI,`SUCCESS,`CCB_CREDIT,`CNY,`1000.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:星聚会-4001 电表:10103001 电表充值,`,`5.40000,`0.54%,`1000.00,`0.00,`
`2026-04-05 12:05:45,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003049202604050426762143,`16933957062026040512053533295,`oE02-6F96JznmnEsnv1yODWShgzc,`JSAPI,`SUCCESS,`OTHERS,`CNY,`1000.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:京东之家-2013 电表:10101058 电表充值,`,`5.40000,`0.54%,`1000.00,`0.00,`
`2026-04-05 18:23:49,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003055202604053144624706,`169339570620260405182340529276,`oE02-6JYayw2qM0AGswnGiZiYdMM,`JSAPI,`SUCCESS,`ABC_DEBIT,`CNY,`3000.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:七匹狼-2038 电表:10101033 电表充值,`,`16.20000,`0.54%,`3000.00,`0.00,`
`2026-04-05 09:56:37,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003058202604053004474522,`169339570620260405095624222449,`oE02-6BPAHYDHt6_ODlWOg1etQaM,`JSAPI,`SUCCESS,`CMBC_CREDIT,`CNY,`50.00,`0.10,`0,`0,`0.00,`0.00,`,`,`商户:星辰弓射箭馆A-3026 电表:10102022 电表充值,`,`0.27000,`0.54%,`50.00,`0.00,`
`2026-04-05 18:06:04,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003063202604051355053088,`169339570620260405180558867889,`oE02-6EVLN_Ej4a2aMnf-qsvMrZU,`JSAPI,`SUCCESS,`OTHERS,`CNY,`20.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:非否-1003 电表:101B1029 电表充值,`,`0.11000,`0.54%,`20.00,`0.00,`
`2026-04-05 12:01:26,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003064202604056027237585,`16933957062026040512005816829,`oE02-6FXYk1m9KOS_ovhfYk-gs1w,`JSAPI,`SUCCESS,`CITIC_CREDIT,`CNY,`2000.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:沅柒洞石锅拌饭-5011 电表:10104012 电表充值,`,`10.80000,`0.54%,`2000.00,`0.00,`
`2026-04-05 23:31:15,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003067202604058657449368,`169339570620260405233057332725,`oE02-6AebrA2Z2Awv4IlM8SHEdl0,`JSAPI,`SUCCESS,`OTHERS,`CNY,`1500.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:潮玩空间-1020 电表:101B1020 电表充值,`,`8.10000,`0.54%,`1500.00,`0.00,`
`2026-04-05 18:04:05,`wx3e5c4e6bb99d7c8e,`1693395706,`0,`,`4200003077202604059152901443,`169339570620260405180354677182,`oE02-6H2_murDM920kbaeiXjIEJ4,`JSAPI,`SUCCESS,`ABC_DEBIT,`CNY,`2800.00,`0.00,`0,`0,`0.00,`0.00,`,`,`商户:奥康-2029 电表:10101024 电表充值,`,`15.12000,`0.54%,`2800.00,`0.00,`
