交易时间,公众账号ID,商户号,特约商户号,设备号,微信订单号,商户订单号,用户标识,交易类型,交易状态,付款银行,货币种类,应结订单金额,代金券金额,微信退款单号,商户退款单号,退款金额,充值券退款金额,退款类型,退款状态,商品名称,商户数据包,手续费,费率,订单金额,申请退款金额,费率备注
`2026-04-01 21:09:59,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003057202604016447732086,`3d38baf5c196468ba8ab86c559e6a608,`obt9Lvl2Emr6ujU9a-8zPKbfP3zM,`JSAPI,`SUCCESS,`OTHERS,`CNY,`3.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.02000,`0.54%,`3.00,`0.00,`
`2026-04-01 21:37:07,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003058202604017797517445,`76a4c904ad384ccb8dda21ed689f827a,`obt9Lvp8P6GHMblTWbBFGHBkavZU,`JSAPI,`SUCCESS,`BOC_DEBIT,`CNY,`3.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.02000,`0.54%,`3.00,`0.00,`
`2026-04-01 11:06:37,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003062202604012728124511,`8393adf9fb264465ac7be610d4efc598,`obt9LvqD9m8kn5qRo1IswMwOOIus,`JSAPI,`SUCCESS,`OTHERS,`CNY,`3.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.02000,`0.54%,`3.00,`0.00,`
`2026-04-01 22:23:46,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003063202604012503242645,`2c216b3db8ba41428a26225f8476a62d,`obt9LvnyHKG5oNi6b1Xzu7XfuN4Y,`JSAPI,`SUCCESS,`OTHERS,`CNY,`3.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.02000,`0.54%,`3.00,`0.00,`
`2026-04-01 20:33:21,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003064202604011654613304,`a2f24ec7c3464165990345c8b029bc11,`obt9LvgJz_mJYja7ntffocbgc0BQ,`JSAPI,`SUCCESS,`OTHERS,`CNY,`3.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.02000,`0.54%,`3.00,`0.00,`
`2026-04-01 19:24:14,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003066202604014726482827,`44a7ca6328404335ab9ec9bdb047a71a,`obt9LvpwTJFUjJ81e7EqsX95cjWQ,`JSAPI,`SUCCESS,`PAB_CREDIT,`CNY,`12.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.06000,`0.54%,`12.00,`0.00,`
`2026-04-01 16:47:46,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003067202604011598592790,`91b6aa7462274b6daf3357da2028c429,`obt9Lvtka_cPkQPbD_v1catU4Jtk,`JSAPI,`SUCCESS,`OTHERS,`CNY,`3.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.02000,`0.54%,`3.00,`0.00,`
`2026-04-01 17:52:30,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003068202604010274486794,`5401a18928bb4d3ca7f3715a4062ddc3,`obt9LvqS4OKi1NjGDXnEGFqC6jq4,`JSAPI,`SUCCESS,`OTHERS,`CNY,`3.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.02000,`0.54%,`3.00,`0.00,`
`2026-04-01 17:53:47,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003068202604010630939438,`eac6f7617851404d873991990a3aee19,`obt9Lvig5XQf3yYVGRQZqq9G8dfU,`JSAPI,`SUCCESS,`OTHERS,`CNY,`3.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.02000,`0.54%,`3.00,`0.00,`
`2026-04-01 21:10:47,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003069202604013500134536,`0197979b6101480793273c20a85e776b,`obt9Lvt-RsKUh9fkrqpug4zvaDGc,`JSAPI,`SUCCESS,`OTHERS,`CNY,`3.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.02000,`0.54%,`3.00,`0.00,`
`2026-04-01 21:38:31,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003071202604012988153401,`4fd7e7cfe22044d1bc5f6a6c19156885,`obt9LvlPpbbdWRst60Ab-7sLym5U,`JSAPI,`SUCCESS,`OTHERS,`CNY,`3.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.02000,`0.54%,`3.00,`0.00,`
`2026-04-01 17:50:58,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003071202604017374878484,`90ce5e06bc004a978ab302a25ad08d90,`obt9Lvs1htLg8sqmMw8tuIe4rfg0,`JSAPI,`SUCCESS,`OTHERS,`CNY,`3.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.02000,`0.54%,`3.00,`0.00,`
`2026-04-01 15:30:59,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003074202604015736428970,`6ffd4704be7544d188551ea159d67123,`obt9Lvmhxu_sEWWMsRNLIt61LQqs,`JSAPI,`SUCCESS,`COMM_CREDIT,`CNY,`3.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.02000,`0.54%,`3.00,`0.00,`
`2026-04-01 19:24:30,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003074202604019708298890,`6d720189a56c43898e9a0ca14427b590,`obt9LvnwePmCXsr3KOE8J6ATnGjY,`JSAPI,`SUCCESS,`OTHERS,`CNY,`15.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.08000,`0.54%,`15.00,`0.00,`
`2026-04-01 11:48:40,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003075202604012464310467,`cb19a24ef2f84753a5e6b73a0ab46be5,`obt9Lvkvo3eByxWpMtIfUllZW3Es,`JSAPI,`SUCCESS,`CCB_DEBIT,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.03000,`0.54%,`6.00,`0.00,`
`2026-04-01 20:02:12,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003075202604014053507767,`7bc6d864ccbc4a5a85850e5a516c01ac,`obt9LvrUyx6ECXn6Y09EbXGawBKA,`JSAPI,`SUCCESS,`OTHERS,`CNY,`15.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.08000,`0.54%,`15.00,`0.00,`
`2026-04-01 09:01:07,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003075202604014576877328,`0f309ba4a73141bf8c65d4a88c0e0cde,`obt9LvqvDhHcI_fNWgJGe90HxVaw,`JSAPI,`SUCCESS,`OTHERS,`CNY,`24.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.13000,`0.54%,`24.00,`0.00,`
`2026-04-01 19:54:29,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003075202604016776549164,`abda1c04848945ea827b7b6ef3da33ea,`obt9Lvqcdr_fqoSpBa_AUUC-wCm0,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.03000,`0.54%,`6.00,`0.00,`
`2026-04-01 09:44:57,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003076202604013622004943,`8f035b5ad68b4d20988294a268b1487f,`obt9LvtLJbthBJJwQSkF7waI8Igg,`JSAPI,`SUCCESS,`CITIC_DEBIT,`CNY,`150.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.81000,`0.54%,`150.00,`0.00,`
`2026-04-01 12:05:24,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003078202604012494230839,`bdcbc01368ae4d60a128b59d48edaded,`obt9Lvss__01bD9wsU0vINDfNIMs,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.03000,`0.54%,`6.00,`0.00,`
`2026-04-01 18:45:33,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003078202604013070314580,`904600669ec24736897e880023a5a8e5,`obt9Lvhbc8BSubkddi4o24YSgXMo,`JSAPI,`SUCCESS,`COMM_CREDIT,`CNY,`3.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.02000,`0.54%,`3.00,`0.00,`
`2026-04-01 17:31:07,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003078202604013481344613,`0f491f7e3f25410dbb7e684c1f395a1f,`obt9LviYpa6XcVTdaC18PWBIvdso,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.03000,`0.54%,`6.00,`0.00,`
`2026-04-01 21:44:52,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003078202604014116831300,`0f826731b4484a2e987453400dd8bf40,`obt9Lvqv9AAqxRnsyRUYCXyGwdxE,`JSAPI,`SUCCESS,`SPDB_CREDIT,`CNY,`3.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.02000,`0.54%,`3.00,`0.00,`
`2026-04-01 15:21:17,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003079202604013350935182,`aa75b48ad4594c3fb60d74af423bd34f,`obt9Lvj2H9atVl07rvzR4Zwfuu4c,`JSAPI,`SUCCESS,`OTHERS,`CNY,`9.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.05000,`0.54%,`9.00,`0.00,`
`2026-04-01 18:15:09,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003081202604011818920059,`a59555d25c264e44a4b50838d16c0442,`obt9Lvkvo3eByxWpMtIfUllZW3Es,`JSAPI,`SUCCESS,`CCB_DEBIT,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.03000,`0.54%,`6.00,`0.00,`
`2026-04-01 11:07:53,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003081202604013863392526,`eadc968866254c32895524823f0bdc3a,`obt9LvqhZ9owWqHo3oUy5yzpTlD0,`JSAPI,`SUCCESS,`OTHERS,`CNY,`3.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.02000,`0.54%,`3.00,`0.00,`
`2026-04-01 11:02:08,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003081202604016221059660,`47750fe17af44dd89ac829fcbcd27229,`obt9LvvhpaE8Df1tvqrU2elNyhE4,`JSAPI,`SUCCESS,`PAB_DEBIT,`CNY,`3.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.02000,`0.54%,`3.00,`0.00,`
`2026-04-01 11:05:29,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003082202604012649232528,`c681f27f9bf94947a43d6d9dffdb6a4e,`obt9LvqC1F6UBewL1DTG46m8UKXs,`JSAPI,`SUCCESS,`PAB_DEBIT,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.03000,`0.54%,`6.00,`0.00,`
`2026-04-01 22:02:37,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003082202604012885589032,`d677017913f0490fb725e195b866c6fd,`obt9Lvun1dP_Y-WPT2M1aLS84HN8,`JSAPI,`SUCCESS,`ABC_DEBIT,`CNY,`3.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.02000,`0.54%,`3.00,`0.00,`
`2026-04-01 10:48:33,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003083202604011768025036,`78f8e915bb7d4c08a59e33108be67a44,`obt9LvoPdnOkN61ZLVAjSQQX3HBk,`JSAPI,`SUCCESS,`ICBC_DEBIT,`CNY,`3.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.02000,`0.54%,`3.00,`0.00,`
`2026-04-01 20:21:53,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003084202604017122269871,`154ae535219842bbafadf244b967c290,`obt9LvrzhX7qns6xwRx8xnynhcR0,`JSAPI,`SUCCESS,`OTHERS,`CNY,`3.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.02000,`0.54%,`3.00,`0.00,`
`2026-04-01 20:36:11,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003085202604010739097404,`0b181691b06d487395c6a2f511b6ed4a,`obt9Lvo--nctgBXulequbIWXizOE,`JSAPI,`SUCCESS,`CCB_DEBIT,`CNY,`3.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.02000,`0.54%,`3.00,`0.00,`
`2026-04-01 19:35:12,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003085202604012894586824,`b34a3fcdc4d943a79f308b83a6bfb4b0,`obt9Lvk5J03TgxkW_yglbMx_mKHA,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.03000,`0.54%,`6.00,`0.00,`
`2026-04-01 10:35:51,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003085202604019438144421,`e28908f7bcc7419eb16fad6ae01e716d,`obt9LvmoPToyJEt0zYHU732LdFfA,`JSAPI,`SUCCESS,`OTHERS,`CNY,`3.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.02000,`0.54%,`3.00,`0.00,`
`2026-04-01 22:41:42,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003087202604010027659553,`fc7e97290755477da0b6319e714aa3f2,`obt9LvktVCziyqb7huPeAwD3rq2E,`JSAPI,`SUCCESS,`BOC_DEBIT,`CNY,`3.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.02000,`0.54%,`3.00,`0.00,`
`2026-04-01 13:02:40,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003087202604012312754739,`b30c71e89e3a43a98371ceb518305d1c,`obt9LvqLH2wb6iEwkVg1EwUepzr0,`JSAPI,`SUCCESS,`OTHERS,`CNY,`3.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.02000,`0.54%,`3.00,`0.00,`
`2026-04-01 18:05:21,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003087202604018476613303,`afea92b827544e48ae64116d3796b8fb,`obt9Lvr6OoPJJ2UftgRZJn4K3ssw,`JSAPI,`SUCCESS,`CCB_DEBIT,`CNY,`3.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.02000,`0.54%,`3.00,`0.00,`
`2026-04-01 20:00:54,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003087202604019203775932,`5f2e4dad614f42019554e1f3a75f13d3,`obt9LvkWGHjTKWl8YDZCHqveNJIE,`JSAPI,`SUCCESS,`ABC_DEBIT,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.03000,`0.54%,`6.00,`0.00,`
`2026-04-01 18:10:38,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003088202604018323324762,`754cac363ebf4dcfbb40246ef2ee923e,`obt9LvgOTNvadCVcJwr0mkVoA7ss,`JSAPI,`SUCCESS,`OTHERS,`CNY,`3.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.02000,`0.54%,`3.00,`0.00,`
`2026-04-01 20:43:57,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003089202604010338121994,`ee6044415cf8404aac8702fd2e550322,`obt9Lvm-PbS2-Xn6ZU9sL-q9Xoss,`JSAPI,`SUCCESS,`OTHERS,`CNY,`3.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.02000,`0.54%,`3.00,`0.00,`
`2026-04-01 10:32:11,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003090202604012595596391,`1caa6ae55b154e03858320068ef162d0,`obt9LvvkuRyB0VnAw_Ik5-54kTeQ,`JSAPI,`SUCCESS,`PAB_CREDIT,`CNY,`3.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.02000,`0.54%,`3.00,`0.00,`
`2026-04-01 10:41:30,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003090202604017559645472,`0b3a3b84415747d9bcf95a45f5270c2d,`obt9LvnV5WKX_3DVAONoJs6MtBHQ,`JSAPI,`SUCCESS,`PAB_CREDIT,`CNY,`3.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.02000,`0.54%,`3.00,`0.00,`
`2026-04-01 11:29:41,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003090202604018348484740,`82249b61a1df4dd3a0744d44ced7269d,`obt9Lvss11k1m7fo-U2SNt3QRJ7s,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.03000,`0.54%,`6.00,`0.00,`
`2026-04-01 21:20:31,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003091202604015192930476,`f8d8ed162d994b8abfe0bd555fb68902,`obt9LvlHQkoL07kXpnzf0lHSUFPI,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.03000,`0.54%,`6.00,`0.00,`
`2026-04-01 21:13:59,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003092202604012280494684,`9c3b64023b5b4dcaa7297bae85b4e51d,`obt9LvkM8ga_KILfitym7bgwRSz0,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.03000,`0.54%,`6.00,`0.00,`
`2026-04-01 19:42:04,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003092202604013880989998,`134cfeb3c6eb4f778662747d608b0602,`obt9LvpCCox-SsU37qBNc9ILKf-g,`JSAPI,`SUCCESS,`OTHERS,`CNY,`3.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.02000,`0.54%,`3.00,`0.00,`
`2026-04-01 17:42:17,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003092202604016239450984,`1dd17d737bb54af3895140bbd5dc079b,`obt9LvjEumhN8wlyTC7qmVym-zrQ,`JSAPI,`SUCCESS,`OTHERS,`CNY,`9.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.05000,`0.54%,`9.00,`0.00,`
`2026-04-01 10:40:36,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003094202604011949380328,`5314eab9be24465f895faa59861c9d5c,`obt9Lvp-ZwCtyglOhY-JshlM_nHw,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.03000,`0.54%,`6.00,`0.00,`
`2026-04-01 11:15:01,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003094202604016701292199,`2f6dadb504304dcd88a93127e20a4319,`obt9LvgzKlicJEY5T0U3OgtrvLa8,`JSAPI,`SUCCESS,`OTHERS,`CNY,`3.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.02000,`0.54%,`3.00,`0.00,`
`2026-04-01 21:28:38,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003094202604018433575746,`c997c0333b3a4da89339fde00b8fcb35,`obt9Lvks41GTy4vULYnZ5IVkraMc,`JSAPI,`SUCCESS,`OTHERS,`CNY,`27.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.15000,`0.54%,`27.00,`0.00,`
`2026-04-01 11:57:48,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003096202604013582592584,`cf031216d7934df8b89b8c35ec35a99b,`obt9LvoyWYq20Yg3iUuG-FPd7z48,`JSAPI,`SUCCESS,`CCB_DEBIT,`CNY,`30.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.16000,`0.54%,`30.00,`0.00,`
`2026-04-01 21:35:06,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003096202604013906249689,`0c998846acc24fe4807af741a03e97a9,`obt9LvvyBoBSzL7VPf3N-r0gBzn8,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.03000,`0.54%,`6.00,`0.00,`
`2026-04-01 20:24:03,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003096202604016932769706,`7e117453587f471f9e60d3b21f87c118,`obt9Lvle8P8uuGvzxQSvblKwBIGE,`JSAPI,`SUCCESS,`CCB_CREDIT,`CNY,`3.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.02000,`0.54%,`3.00,`0.00,`
`2026-04-01 20:03:37,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003096202604019046104012,`ab71cf21cd4e40e7bff30c543828eecd,`obt9LvhVwcck3twnWOjqCZINadA8,`JSAPI,`SUCCESS,`OTHERS,`CNY,`9.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.05000,`0.54%,`9.00,`0.00,`
`2026-04-01 10:44:43,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003126202604015011534215,`f9cc3ad063e4483583300171fbc8beb8,`obt9LvsMjGT6Qsc-PWQxnHkwfX4s,`JSAPI,`SUCCESS,`OTHERS,`CNY,`3.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.02000,`0.54%,`3.00,`0.00,`
`2026-04-01 02:22:23,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003127202604013558357804,`c90659ce8dfa45699c699f5291df6e41,`obt9LvjooxI3_dKUH-hwQlrLNuPw,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.03000,`0.54%,`6.00,`0.00,`
`2026-04-01 10:41:48,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003127202604016058786136,`190528825f7d4e3c9f31f297c966195d,`obt9Lvnqn_SUmkowHqT_XqowyUt8,`JSAPI,`SUCCESS,`OTHERS,`CNY,`3.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.02000,`0.54%,`3.00,`0.00,`
`2026-04-01 19:48:40,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003129202604011251851838,`e8d4ae47370649ce9ff964b7ebda8119,`obt9LvjDhWRlN60Jooit8aeO247U,`JSAPI,`SUCCESS,`OTHERS,`CNY,`9.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.05000,`0.54%,`9.00,`0.00,`
`2026-04-01 21:31:52,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003129202604014365646290,`5b5ded4d2bfa4b409a601a69df11e0a6,`obt9LvmefYyMGm80gKVsIESJm1Jw,`JSAPI,`SUCCESS,`OTHERS,`CNY,`3.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.02000,`0.54%,`3.00,`0.00,`
`2026-04-01 22:23:42,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003129202604015563902842,`3f0ede7b361143e9a2595f11faa21067,`obt9LvqIsojqgpdrBKqL-Q0oxRj4,`JSAPI,`SUCCESS,`OTHERS,`CNY,`3.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.02000,`0.54%,`3.00,`0.00,`
`2026-04-01 11:05:02,`wxfc262f382d61c3db,`1723333380,`0,`,`4200003132202604010217665005,`a4a2f9acf20e40fd8f3d69311c597004,`obt9LvlmpKA5FPIDEvm1spnsvJV4,`JSAPI,`SUCCESS,`OTHERS,`CNY,`3.00,`0.00,`0,`0,`0.00,`0.00,`,`,`停车费用,`,`0.02000,`0.54%,`3.00,`0.00,`
